transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,gender,job_title,wealth_segment,deceased_indicator,owns_car,tenure,Age,postcode,job_title_transaction_count,postcode_transaction_count,age_transaction_count,tenure_transaction_count,recency,frequency,total_monetary_value
6233,63,1372,2017-03-06,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,Male,Computer Systems Analyst III,Affluent Customer,N,No,17.0,37.0,3198.0,6.0,7.5,5.545454545454546,5.933734939759036,66,6,6444.01
6234,0,962,2017-06-25,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2007-08-04,Male,VP Product Management,High Net Worth,N,Yes,17.0,40.0,3147.0,5.766666666666667,6.333333333333333,5.849162011173185,5.933734939759036,2,7,5930.2699999999995
6235,26,2225,2017-03-15,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,Female,Occupational Therapist,Affluent Customer,N,No,19.0,29.0,4570.0,5.764705882352941,5.222222222222222,5.454545454545454,5.978571428571429,208,3,5546.31
6236,30,1089,2017-05-17,False,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10,Female,Product Engineer,Affluent Customer,N,No,12.0,29.0,3136.0,5.333333333333333,6.0,5.454545454545454,5.955056179775281,151,7,6202.85
6237,75,1959,2017-02-09,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22,Male,Director of Sales,Mass Customer,N,Yes,16.0,39.0,4152.0,5.6923076923076925,6.9,5.946524064171123,5.675531914893617,141,8,7593.280000000001
6238,92,1431,2017-01-05,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2002-10-10,Male,Sales Associate,Affluent Customer,N,Yes,17.0,42.0,2750.0,5.586206896551724,5.466666666666667,5.783505154639175,5.933734939759036,19,4,3180.44
6239,72,821,2017-11-27,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2006-05-22,Male,Financial Analyst,Mass Customer,N,Yes,7.0,36.0,2530.0,6.166666666666667,5.0,5.871428571428571,5.862068965517241,33,5,4826.39
6240,0,784,2017-03-02,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,1993-07-15,Male,Accounting Assistant III,High Net Worth,N,Yes,22.0,40.0,3201.0,6.5,4.25,5.849162011173185,5.3125,143,2,760.18
6242,50,912,2017-07-26,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2015-10-18,Male,Sales Representative,Mass Customer,N,Yes,19.0,0.0,2211.0,5.703703703703703,6.0,5.730803177405119,5.978571428571429,40,7,7206.52
6243,9,188,2017-11-21,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05,Female,Safety Technician II,High Net Worth,N,Yes,13.0,42.0,2220.0,6.307692307692308,6.0,5.783505154639175,5.624277456647399,15,6,5126.07
6244,32,854,2017-01-24,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1997-05-10,Female,Marketing Manager,Affluent Customer,N,No,2.0,17.0,3031.0,5.782608695652174,4.75,5.358974358974359,5.661538461538462,8,4,3992.51
6246,1,3142,2017-01-09,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,Male,Electrical Engineer,Mass Customer,N,No,6.0,25.0,2036.0,5.428571428571429,7.2,5.4375,5.882716049382716,12,4,4004.87
6247,59,2953,2017-10-01,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1993-04-20,Male,Recruiting Manager,High Net Worth,N,Yes,8.0,0.0,3037.0,6.193548387096774,7.166666666666667,5.730803177405119,5.608695652173913,75,5,6263.34
6248,31,323,2017-03-02,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1995-12-19,Female,Senior Developer,Mass Customer,N,Yes,7.0,44.0,4210.0,5.117647058823529,5.0,5.544642857142857,5.862068965517241,35,6,4992.110000000001
6252,59,759,2017-12-07,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,Male,Clinical Specialist,High Net Worth,N,No,13.0,0.0,2227.0,6.448275862068965,6.0,5.730803177405119,5.624277456647399,23,9,8217.14
6253,4,1310,2017-11-01,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,2012-05-18,Male,Geological Engineer,High Net Worth,N,Yes,13.0,31.0,4164.0,5.375,5.0,5.479591836734694,5.624277456647399,20,5,4177.02
6254,15,2923,2017-05-26,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1994-09-09,Female,Teacher,Affluent Customer,N,Yes,4.0,0.0,2440.0,5.518518518518518,8.0,5.730803177405119,5.529761904761905,13,7,6413.18
6255,0,1821,2017-10-20,False,Approved,Solex,Standard,medium,medium,100.35,75.26,2003-09-10,Male,Web Developer IV,High Net Worth,N,Yes,15.0,0.0,2540.0,9.0,7.75,5.730803177405119,5.9869281045751634,24,12,14387.59
6256,52,2371,2017-06-13,False,Approved,Solex,Road,medium,large,1777.8,820.78,2002-03-22,Female,Staff Scientist,High Net Worth,N,Yes,8.0,0.0,2099.0,5.64,6.466666666666667,5.730803177405119,5.608695652173913,93,5,7720.1
6257,77,951,2017-10-08,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10,Male,Assistant Media Planner,Mass Customer,N,No,1.0,18.0,2570.0,5.71875,4.75,5.576923076923077,5.879194630872483,6,6,4934.83
6258,12,2654,2017-09-12,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,Female,Tax Accountant,Mass Customer,N,No,13.0,40.0,2210.0,5.324324324324325,5.555555555555555,5.849162011173185,5.624277456647399,108,9,9905.2
6259,73,44,2017-04-28,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,2004-07-25,Male,Assistant Media Planner,Affluent Customer,N,Yes,17.0,36.0,4670.0,5.71875,5.6923076923076925,5.871428571428571,5.933734939759036,35,7,7497.4
6260,63,1132,2017-10-18,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,2010-11-05,Female,Actuary,Affluent Customer,N,Yes,9.0,32.0,3076.0,6.24,5.833333333333333,5.580246913580247,5.718390804597701,44,9,10548.14
6261,28,1521,2017-09-26,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2016-11-22,Male,Business Systems Development Analyst,Affluent Customer,N,Yes,22.0,22.0,2567.0,5.525,5.421052631578948,6.186046511627907,5.3125,95,2,2287.37
6262,26,3399,2017-04-04,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,Male,VP Accounting,Mass Customer,N,No,2.0,21.0,2120.0,5.37037037037037,4.7,6.683333333333334,5.661538461538462,37,5,6052.6900000000005
6263,16,685,2017-07-13,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-09,U,Senior Developer,Mass Customer,N,No,0.0,0.0,2463.0,5.117647058823529,6.0,5.730803177405119,5.716818,102,6,9271.630000000001
6264,48,2573,2017-06-25,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28,Female,Software Engineer I,Mass Customer,N,No,10.0,0.0,2233.0,5.833333333333333,5.6,5.730803177405119,5.564971751412429,14,4,4088.91
6265,45,44,2017-09-29,False,Approved,Solex,Standard,medium,medium,441.49,84.99,2007-12-11,Male,Assistant Media Planner,Affluent Customer,N,Yes,17.0,36.0,4670.0,5.71875,5.6923076923076925,5.871428571428571,5.933734939759036,35,7,7497.4
6266,69,1990,2017-04-24,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10,U,Senior Financial Analyst,High Net Worth,N,No,0.0,0.0,2567.0,5.366666666666666,5.421052631578948,5.730803177405119,5.716818,9,9,7905.38
6267,3,724,2017-09-02,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1998-12-17,Male,Analog Circuit Design manager,Mass Customer,N,Yes,4.0,42.0,2190.0,5.666666666666667,5.5,5.783505154639175,5.529761904761905,23,8,9812.699999999999
6268,81,2944,2017-07-13,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,Male,Environmental Specialist,Affluent Customer,N,No,7.0,40.0,2119.0,5.608695652173913,6.833333333333333,5.849162011173185,5.862068965517241,30,6,4572.33
6270,45,84,2017-04-04,False,Approved,Solex,Standard,medium,medium,441.49,84.99,2007-12-11,Male,Accountant III,Mass Customer,N,Yes,14.0,0.0,2086.0,5.333333333333333,4.833333333333333,5.730803177405119,5.5683060109289615,28,7,5464.650000000001
6272,91,1707,2017-09-08,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10,Male,Cost Accountant,High Net Worth,N,No,7.0,24.0,4105.0,4.965517241379311,6.333333333333333,5.320754716981132,5.862068965517241,17,9,6986.84
6273,35,392,2017-04-15,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12,Male,Safety Technician I,Mass Customer,N,No,13.0,39.0,3228.0,4.375,6.0,5.946524064171123,5.624277456647399,101,7,8157.6
6275,22,3209,2017-01-25,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15,Female,Civil Engineer,Affluent Customer,N,No,15.0,0.0,4053.0,5.722222222222222,7.111111111111111,5.730803177405119,5.9869281045751634,9,4,3112.43
6277,2,156,2017-06-18,False,Approved,Solex,Standard,medium,medium,71.49,53.62,2004-09-28,Female,Cost Accountant,Mass Customer,N,Yes,11.0,38.0,3191.0,4.965517241379311,6.6,5.722222222222222,5.649484536082475,16,5,4831.58
6278,100,1893,2017-01-27,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,Male,Administrative Officer,Mass Customer,N,No,5.0,0.0,4350.0,5.9393939393939394,6.0,5.730803177405119,5.62051282051282,2,7,7903.94
6280,8,3470,2017-09-18,False,Approved,Solex,Road,medium,small,1703.52,1516.13,1993-04-20,Female,Recruiting Manager,Affluent Customer,N,Yes,6.0,0.0,3121.0,6.193548387096774,6.777777777777778,5.730803177405119,5.882716049382716,2,8,14126.25
6281,48,2861,2017-10-18,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2003-02-16,Female,VP Quality Control,Mass Customer,N,Yes,4.0,43.0,4154.0,5.466666666666667,5.333333333333333,5.610687022900764,5.529761904761905,73,8,9484.25
6282,64,1623,2017-12-01,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,Female,Software Test Engineer III,High Net Worth,N,Yes,2.0,20.0,3264.0,5.416666666666667,6.0,5.633333333333334,5.661538461538462,2,6,7686.06
6283,7,1696,2017-10-22,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,Male,Librarian,High Net Worth,N,No,2.0,26.0,2153.0,5.5,6.035714285714286,5.4523809523809526,5.661538461538462,28,9,12254.53
6284,58,2629,2017-03-17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25,Female,Engineer IV,High Net Worth,N,No,19.0,41.0,2000.0,4.7,5.857142857142857,5.782608695652174,5.978571428571429,44,6,7374.25
6285,9,767,2017-11-18,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05,Male,Budget/Accounting Analyst II,High Net Worth,N,No,11.0,0.0,2148.0,4.6,5.421052631578948,5.730803177405119,5.649484536082475,42,5,6197.59
6287,32,1260,2017-08-07,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22,Male,Tax Accountant,Mass Customer,N,No,9.0,28.0,4702.0,5.324324324324325,5.25,6.043478260869565,5.718390804597701,66,5,3845.9700000000003
6289,97,2217,2017-05-12,True,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,Male,Paralegal,Mass Customer,N,No,16.0,36.0,4421.0,5.518518518518518,8.0,5.871428571428571,5.675531914893617,22,8,8779.73
6290,25,199,2017-12-15,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,Female,Junior Executive,Mass Customer,N,Yes,21.0,39.0,2138.0,5.774193548387097,5.285714285714286,5.946524064171123,5.851063829787234,15,4,4323.860000000001
6292,42,3331,2017-06-28,False,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,Female,Technical Writer,Mass Customer,N,No,8.0,0.0,3219.0,5.354838709677419,4.5,5.730803177405119,5.608695652173913,36,5,7702.42
6293,10,124,2017-03-18,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,2011-01-10,Female,Administrative Assistant II,High Net Worth,N,Yes,5.0,22.0,3074.0,8.0,7.666666666666667,6.186046511627907,5.62051282051282,2,7,8272.15
6295,55,668,2017-12-24,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21,Female,Junior Executive,Mass Customer,N,No,7.0,0.0,2066.0,5.774193548387097,6.333333333333333,5.730803177405119,5.862068965517241,6,7,7399.77
6296,62,2620,2017-07-03,True,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23,Male,Civil Engineer,Mass Customer,N,No,1.0,18.0,2190.0,5.722222222222222,5.5,5.576923076923077,5.879194630872483,30,8,8317.97
6297,53,1221,2017-02-26,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1994-09-09,Male,VP Product Management,High Net Worth,N,Yes,14.0,22.0,2020.0,5.766666666666667,6.0,6.186046511627907,5.5683060109289615,9,7,5309.76
6298,23,3361,2017-02-16,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2012-04-10,Female,General Manager,Mass Customer,N,Yes,9.0,0.0,2176.0,5.4,5.076923076923077,5.730803177405119,5.718390804597701,44,6,8548.95
6299,3,153,2017-10-02,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-09,Female,Assistant Media Planner,Mass Customer,N,Yes,12.0,40.0,2747.0,5.71875,6.916666666666667,5.849162011173185,5.955056179775281,64,7,7808.16
6301,22,1094,2017-01-15,True,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12,Male,Dental Hygienist,High Net Worth,N,No,19.0,42.0,4074.0,5.483870967741935,7.0,5.783505154639175,5.978571428571429,43,7,7255.12
6302,30,788,2017-11-21,True,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10,Male,Social Worker,Mass Customer,N,No,11.0,0.0,2141.0,5.947368421052632,5.0,5.730803177405119,5.649484536082475,39,7,8089.72
6303,0,2389,2017-10-20,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,Male,Desktop Support Technician,High Net Worth,N,No,7.0,44.0,2758.0,5.580645161290323,6.0,5.544642857142857,5.862068965517241,8,3,2456.1800000000003
6304,0,2109,2017-01-31,True,Approved,Solex,Standard,medium,medium,100.35,75.26,2013-06-09,Female,Account Representative II,High Net Worth,N,Yes,18.0,0.0,2261.0,4.25,6.055555555555555,5.730803177405119,5.48,2,8,7637.12
6305,17,2885,2017-07-12,True,Approved,Solex,Standard,high,medium,1024.66,614.8,2011-05-07,Female,Compensation Analyst,Mass Customer,N,Yes,4.0,0.0,2761.0,5.608695652173913,6.416666666666667,5.730803177405119,5.529761904761905,94,9,12055.64
6306,81,321,2017-06-11,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2004-01-16,Female,Marketing Manager,Mass Customer,N,No,18.0,44.0,4503.0,5.782608695652174,5.933333333333334,5.544642857142857,5.48,12,5,5405.99
6307,37,1002,2017-03-17,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1997-05-10,Male,Business Systems Development Analyst,Mass Customer,N,Yes,18.0,39.0,3127.0,5.525,5.666666666666667,5.946524064171123,5.48,155,4,5038.32
6310,45,1539,2017-06-13,True,Approved,Solex,Standard,medium,medium,441.49,84.99,2012-04-10,Male,Account Executive,Mass Customer,N,Yes,16.0,40.0,2160.0,5.6,6.083333333333333,5.849162011173185,5.675531914893617,65,8,6655.98
6311,69,2537,2017-06-15,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2014-10-10,Female,Senior Quality Engineer,Affluent Customer,N,Yes,12.0,28.0,2046.0,5.958333333333333,7.5,6.043478260869565,5.955056179775281,22,11,11743.039999999999
6312,99,829,2017-09-27,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1997-02-09,Male,Environmental Tech,High Net Worth,N,Yes,2.0,16.0,3218.0,5.85,6.5,5.793103448275862,5.661538461538462,12,6,9236.19
6313,14,1164,2017-02-14,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05,Female,Food Chemist,Mass Customer,N,Yes,17.0,41.0,3142.0,5.666666666666667,3.0,5.782608695652174,5.933734939759036,153,3,2164.22
6314,38,672,2017-02-25,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1991-01-21,Male,Analog Circuit Design manager,High Net Worth,N,No,12.0,40.0,2800.0,5.666666666666667,6.5,5.849162011173185,5.955056179775281,50,3,4786.22
6315,33,2411,2017-03-29,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,Male,Technical Writer,High Net Worth,N,No,13.0,0.0,2041.0,5.354838709677419,6.333333333333333,5.730803177405119,5.624277456647399,223,4,6535.39
6317,36,607,2017-08-03,False,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,Female,Dental Hygienist,Mass Customer,N,No,15.0,41.0,2041.0,5.483870967741935,6.333333333333333,5.782608695652174,5.9869281045751634,58,10,12940.99
6318,17,938,2017-09-13,False,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,Female,Technical Writer,Mass Customer,N,No,7.0,21.0,3037.0,5.354838709677419,7.166666666666667,6.683333333333334,5.862068965517241,61,9,7675.22
6320,59,335,2017-01-20,True,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20,Female,Senior Editor,Affluent Customer,N,No,8.0,34.0,3223.0,5.130434782608695,4.333333333333333,5.548387096774194,5.608695652173913,24,2,2234.34
6321,71,1277,2017-11-05,True,Approved,Solex,Standard,high,large,1842.92,1105.75,2003-09-09,Male,Help Desk Technician,Mass Customer,N,Yes,9.0,0.0,4380.0,5.538461538461538,4.0,5.730803177405119,5.718390804597701,55,3,2701.3900000000003
6323,19,467,2017-02-28,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08,Male,Human Resources Assistant I,Affluent Customer,N,No,15.0,0.0,2050.0,5.375,7.0,5.730803177405119,5.9869281045751634,169,7,9085.53
6325,51,1430,2017-07-07,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1991-01-21,Female,Biostatistician I,Mass Customer,N,Yes,3.0,18.0,2759.0,6.125,6.285714285714286,5.576923076923077,5.767605633802817,108,6,5159.71
6326,62,2547,2017-01-25,True,Approved,Solex,Standard,medium,medium,478.16,298.72,1992-10-02,Female,Social Worker,Mass Customer,N,Yes,14.0,32.0,4503.0,5.947368421052632,5.933333333333334,5.580246913580247,5.5683060109289615,184,3,2217.0600000000004
6327,43,3441,2017-01-25,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2015-08-02,Female,Legal Assistant,High Net Worth,N,Yes,20.0,29.0,3034.0,5.972972972972973,5.4,5.454545454545454,5.659090909090909,138,5,4864.98
6328,61,249,2017-01-24,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,Male,Quality Control Specialist,High Net Worth,N,No,9.0,25.0,2204.0,5.75,5.888888888888889,5.4375,5.718390804597701,47,9,6569.14
6329,1,762,2017-05-12,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2005-08-09,Male,Environmental Specialist,Mass Customer,N,Yes,22.0,37.0,2560.0,5.608695652173913,5.1,5.545454545454546,5.3125,85,5,3989.6800000000003
6330,6,843,2017-09-29,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2014-03-03,Male,Developer II,Affluent Customer,N,Yes,9.0,28.0,2166.0,5.25,6.411764705882353,6.043478260869565,5.718390804597701,2,6,4090.19
6332,95,383,2017-05-01,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,Male,Nurse Practicioner,Affluent Customer,N,No,14.0,39.0,4170.0,5.4,4.5,5.946524064171123,5.5683060109289615,51,3,3922.8999999999996
6333,11,3163,2017-06-13,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04,Male,Environmental Specialist,Affluent Customer,N,No,19.0,0.0,2151.0,5.608695652173913,5.2,5.730803177405119,5.978571428571429,14,6,5066.64
6334,38,2784,2017-03-10,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16,Male,Geological Engineer,Mass Customer,N,No,13.0,28.0,4157.0,5.375,6.0,6.043478260869565,5.624277456647399,74,3,2423.2200000000003
6335,57,1961,2017-02-04,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2012-05-18,Female,Physical Therapy Assistant,Mass Customer,N,Yes,15.0,0.0,2075.0,6.041666666666667,7.142857142857143,5.730803177405119,5.9869281045751634,25,3,4600.360000000001
6336,8,590,2017-05-05,False,Approved,Solex,Road,medium,small,1703.52,1516.13,2004-08-17,Female,Assistant Professor,Mass Customer,N,Yes,11.0,29.0,2036.0,6.424242424242424,7.2,5.454545454545454,5.649484536082475,43,12,14475.62
6337,95,2464,2017-07-18,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-10,Male,Speech Pathologist,Mass Customer,N,No,6.0,34.0,2573.0,6.258064516129032,7.666666666666667,5.548387096774194,5.882716049382716,2,13,14574.06
6338,60,343,2017-08-19,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,Female,Recruiter,Affluent Customer,N,No,13.0,0.0,2126.0,5.866666666666666,5.875,5.730803177405119,5.624277456647399,103,9,10378.0
6339,66,2316,2017-11-14,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2016-12-06,Male,Computer Systems Analyst IV,Affluent Customer,N,Yes,11.0,39.0,3223.0,5.846153846153846,4.333333333333333,5.946524064171123,5.649484536082475,46,4,2908.85
6340,36,1973,2017-01-28,True,Approved,Solex,Standard,low,medium,1289.85,74.51,2005-08-09,Female,Media Manager IV,High Net Worth,N,No,5.0,37.0,2153.0,4.666666666666667,6.035714285714286,5.545454545454546,5.62051282051282,47,4,4932.1
6341,61,649,2017-03-17,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,Female,Legal Assistant,Mass Customer,N,Yes,10.0,43.0,2560.0,5.972972972972973,5.1,5.610687022900764,5.564971751412429,11,5,1718.19
6342,61,1522,2017-11-25,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,Male,Paralegal,Mass Customer,N,No,7.0,23.0,2176.0,5.518518518518518,5.076923076923077,5.538461538461538,5.862068965517241,9,6,6500.01
6343,65,1602,2017-09-21,False,Cancelled,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21,Male,Professor,Mass Customer,N,No,15.0,39.0,2777.0,5.928571428571429,4.833333333333333,5.946524064171123,5.9869281045751634,7,5,6779.29
6344,49,1629,2017-12-29,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04,Male,VP Accounting,Mass Customer,N,No,14.0,43.0,4413.0,5.37037037037037,8.333333333333334,5.610687022900764,5.5683060109289615,1,7,8226.210000000001
6345,46,2349,2017-11-06,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,Female,Executive Secretary,High Net Worth,N,No,3.0,38.0,2360.0,5.777777777777778,5.5,5.722222222222222,5.767605633802817,54,5,3608.1400000000003
6346,89,2106,2017-11-12,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07,Male,Project Manager,High Net Worth,N,Yes,13.0,0.0,2120.0,5.416666666666667,4.7,5.730803177405119,5.624277456647399,3,4,6782.28
6347,3,2007,2017-12-07,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-29,Male,Programmer I,Mass Customer,N,Yes,15.0,0.0,2537.0,6.0,3.6666666666666665,5.730803177405119,5.9869281045751634,23,4,6309.450000000001
6348,54,897,2017-08-21,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-12,Female,Account Executive,Mass Customer,N,No,11.0,0.0,2153.0,5.6,6.035714285714286,5.730803177405119,5.649484536082475,98,8,9629.18
6349,71,2016,2017-07-02,False,Approved,Solex,Standard,high,large,1842.92,1105.75,2004-07-25,Female,Executive Secretary,Affluent Customer,N,Yes,1.0,19.0,2126.0,5.777777777777778,5.875,5.647887323943662,5.879194630872483,68,6,5897.56
6350,22,2800,2017-10-05,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15,Female,Cost Accountant,Mass Customer,N,No,2.0,29.0,2320.0,4.965517241379311,3.8181818181818175,5.454545454545454,5.661538461538462,41,5,1193.9
6351,86,1204,2017-06-13,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2003-01-05,Female,Senior Developer,Affluent Customer,N,Yes,16.0,0.0,2222.0,5.117647058823529,6.5,5.730803177405119,5.675531914893617,24,3,2461.46
6353,64,2604,2017-02-01,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-04-11,Male,Account Executive,Mass Customer,N,Yes,7.0,42.0,3185.0,5.6,6.25,5.783505154639175,5.862068965517241,86,6,6086.83
6354,27,1864,2017-09-13,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23,Female,Senior Quality Engineer,Mass Customer,N,No,18.0,0.0,4511.0,5.958333333333333,6.75,5.730803177405119,5.48,24,11,8863.49
6355,1,498,2017-01-18,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2015-08-10,Female,VP Sales,High Net Worth,N,Yes,10.0,39.0,2447.0,5.103448275862069,7.0,5.946524064171123,5.564971751412429,7,7,9834.95
6357,81,1242,2017-11-10,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,1993-04-12,Male,Human Resources Assistant III,High Net Worth,N,Yes,18.0,44.0,3806.0,6.0,5.6,5.544642857142857,5.48,17,3,2670.4700000000003
6358,59,1207,2017-10-17,False,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20,Female,Engineer IV,Mass Customer,N,No,1.0,20.0,2321.0,4.7,5.5,5.633333333333334,5.879194630872483,13,7,4099.09
6360,78,486,2017-03-10,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2003-09-09,Female,Technical Writer,Affluent Customer,N,Yes,15.0,0.0,3141.0,5.354838709677419,4.25,5.730803177405119,5.9869281045751634,91,5,7323.58
6361,17,3114,2017-08-12,False,Approved,Solex,Standard,high,medium,1024.66,614.8,2010-05-05,Male,Teacher,Mass Customer,N,Yes,18.0,43.0,2620.0,5.518518518518518,3.5,5.610687022900764,5.48,3,6,6458.95
6362,19,611,2017-11-23,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,2016-02-04,Male,Help Desk Technician,Mass Customer,N,Yes,16.0,31.0,4551.0,5.538461538461538,6.083333333333333,5.479591836734694,5.675531914893617,3,8,10622.380000000001
6363,74,1182,2017-11-16,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2006-05-22,Female,Data Coordiator,Mass Customer,N,Yes,7.0,42.0,2430.0,5.722222222222222,7.25,5.783505154639175,5.862068965517241,5,8,9588.19
6364,33,1362,2017-04-18,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,Female,Account Executive,Affluent Customer,N,Yes,15.0,44.0,3224.0,5.6,2.0,5.544642857142857,5.9869281045751634,118,2,2948.34
6365,85,2731,2017-12-27,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1998-12-16,Female,Accounting Assistant III,Mass Customer,N,Yes,1.0,17.0,2196.0,6.5,5.5,5.358974358974359,5.879194630872483,3,4,2409.89
